numero_de_cliente,Predicted
37097420,1
135855480,1
108408260,1
154399121,1
161877341,1
113216131,1
68956070,1
109298391,1
83410211,1
68672320,1
142861350,1
109413550,1
153053481,1
110558130,1
110481811,1
174339410,1
36982791,1
111815230,1
170397861,1
92090980,1
66530931,1
74583140,1
136502741,1
129839630,1
36562670,1
101650760,1
127586190,1
57116650,1
126077791,1
146780721,1
140620951,1
133018461,1
74888111,1
31220691,1
174362450,1
88508441,1
102780140,1
52564331,1
108513530,1
163077080,1
60033021,1
118210620,1
106342721,1
103354471,1
91510790,1
134137951,1
36930391,1
120492660,1
32618201,1
66351571,1
156194711,1
31474141,1
60201681,1
137093110,1
109243071,1
133481220,1
68095231,1
73031641,1
91477801,1
137274681,1
69445440,1
58805161,1
113123390,1
64188900,1
116132160,1
154809771,1
92192500,1
78151110,1
157045081,1
29280890,1
34489590,1
120952140,1
32038430,1
32800200,1
138928930,1
50796990,1
129001660,1
129456631,1
103740450,1
125390411,1
79455400,1
120426981,1
128350061,1
180446020,1
86782211,1
105045040,1
64406330,1
157535731,1
68532901,1
143726810,1
180819061,1
54353790,1
74107460,1
98130750,1
99238200,1
133022141,1
77150560,1
80624951,1
103931100,1
91601901,1
91347980,1
52737321,1
100369270,1
73362291,1
133959070,1
29954111,1
110720471,1
90000700,1
139300990,1
80392491,1
67194690,1
29205441,1
95781990,1
83949350,1
113800941,1
130555951,1
125455740,1
169283631,1
70544290,1
137179950,1
109510561,1
156618530,1
124612450,1
179785011,1
119558131,1
80173370,1
78696961,1
65957171,1
108553120,1
132122190,1
91362890,1
68489211,1
146031821,1
108333350,1
67438021,1
34494560,1
101930240,1
112761681,1
103224471,1
37737490,1
80784900,1
171411220,1
127679581,1
110513681,1
51220681,1
171294021,1
117916401,1
137647970,1
188009390,1
126720500,1
117795051,1
108583470,1
60850461,1
41671071,1
93049360,1
132442891,1
54176830,1
56225401,1
82426050,1
36309570,1
90610950,1
70639790,1
37166780,1
157959831,1
135126520,1
183784331,1
162658991,1
90911890,1
93822291,1
104548420,1
135757000,1
159145121,1
142847840,1
52956100,1
138382080,1
94172181,1
136492741,1
170956770,1
72019111,1
170550321,1
130378641,1
54904270,1
29724820,1
114648151,1
70774051,1
111476980,1
66029170,1
110752520,1
75384091,1
142205900,1
85174051,1
66153961,1
169840720,1
70992711,1
104678241,1
74045000,1
92402851,1
37053551,1
70404520,1
77723781,1
174110980,1
33800621,1
87724340,1
87602700,1
147751450,1
32770371,1
143832711,1
60222321,1
163012101,1
115791800,1
50569731,1
66976671,1
33781040,1
89164891,1
56351370,1
33526530,1
145967901,1
125282110,1
171240630,1
102329191,1
78608421,1
136244550,1
110725851,1
67186731,1
49319821,1
127805320,1
90158250,1
109242251,1
105898501,1
86662100,1
81091451,1
73224810,1
60012261,1
35730610,1
104491050,1
87724451,1
110856671,1
79643300,1
107484321,1
85111771,1
91954421,1
29853881,1
56375760,1
52982701,1
93749550,1
103626231,1
170196571,1
134681241,1
32091820,1
151602921,1
120937460,1
29755341,1
157850070,1
180855611,1
85619680,1
156040740,1
35716511,1
67987271,1
90224791,1
138931270,1
82611951,1
128305270,1
108072341,1
117271130,1
80167691,1
79183111,1
85445051,1
103096921,1
128013561,1
96012110,1
85615231,1
70972831,1
115269630,1
126166801,1
120378851,1
114006261,1
56101711,1
172390830,1
131440471,1
62164530,1
103473711,1
127808650,1
101421750,1
140834051,1
36139971,1
31160400,1
85454470,1
126562891,1
79290011,1
138819630,1
62088731,1
96347901,1
41692720,1
80633380,1
171313671,1
133469811,1
139164601,1
128174390,1
138825830,1
29486160,1
168713441,1
115383780,1
65870100,1
187845820,1
84298660,1
66982221,1
138790971,1
85725291,1
132312720,1
108991610,1
36281790,1
154839481,1
129193291,1
158532071,1
65631141,1
42410800,1
117907460,1
100331661,1
124736250,1
76393231,1
85165571,1
137428371,1
102839500,1
73677980,1
33295821,1
110161570,1
126155230,1
122917150,1
59265171,1
175110590,1
136135131,1
140543051,1
114110250,1
156801681,1
71861851,1
80778171,1
142078940,1
107414560,1
106350150,1
40308121,1
78160930,1
127853911,1
53011181,1
140168251,1
51177060,1
62162950,1
85285170,1
127393431,1
157113031,1
54123721,1
123671320,1
95486771,1
135595590,1
38803300,1
127363781,1
59157741,1
152566801,1
40911351,1
128734870,1
104939890,1
145984750,1
30205120,1
134951950,1
142592750,1
115681911,1
30735190,1
33236751,1
126416981,1
152573590,1
101044080,1
38609320,1
153841211,1
90874341,1
32280591,1
103816940,1
36230330,1
144130841,1
143149541,1
155301130,1
171349401,1
96147601,1
54715200,1
69033380,1
98111800,1
97441431,1
39160740,1
52471991,1
48651041,1
187902361,1
170382191,1
143464401,1
91201020,1
156986370,1
99355621,1
35095271,1
145917550,1
122472281,1
73984351,1
134757441,1
108603931,1
73715110,1
107872751,1
134128020,1
124959650,1
76923941,1
87616680,1
143390421,1
157356960,1
94692251,1
170599390,1
34139350,1
121485481,1
52750651,1
140729721,1
93056260,1
128073860,1
128399301,1
132784591,1
114212701,1
120350960,1
120292300,1
65760271,1
78602571,1
101602271,1
80808410,1
71446880,1
69422630,1
124431911,1
75358181,1
116254321,1
123527630,1
136664611,1
82441720,1
70209080,1
75331861,1
77936660,1
139076830,1
78136900,1
115200740,1
118483670,1
106497990,1
152539611,1
89340741,1
121339630,1
132504531,1
86546830,1
110136780,1
155978690,1
188042080,1
170385291,1
183859531,1
59952671,1
34452391,1
33532901,1
67624290,1
55733521,1
162900990,1
186059290,1
93885511,1
83498060,1
83046820,1
66050511,1
105205211,1
115108050,1
56712951,1
60630811,1
58501650,1
68356811,1
76702950,1
142439931,1
113954690,1
75566661,1
101273500,1
170186161,1
69904860,1
94394590,1
89859820,1
35180241,1
104531511,1
104632280,1
74946950,1
101173150,1
171096360,1
64269481,1
169161931,1
170781731,1
66747020,1
68506180,1
170846470,1
36094531,1
32086321,1
46280590,1
74317580,1
112115940,1
105592710,1
133931691,1
172099420,1
128536560,1
130653731,1
96029360,1
144454421,1
79326920,1
40564860,1
106741501,1
99247960,1
142191220,1
104449111,1
110863460,1
106267930,1
162910290,1
153535771,1
91297681,1
119672230,1
97217510,1
113390931,1
72096720,1
145556260,1
60110101,1
153679751,1
93066491,1
137717151,1
90947680,1
112882040,1
153672671,1
119182921,1
94011361,1
79399431,1
39474891,1
35658731,1
183801641,1
156529990,1
99650020,1
38745580,1
156761980,1
100530261,1
153225830,1
102796271,1
119330701,1
187903010,1
107398061,1
187005740,1
143232811,1
120869151,1
88719100,1
50526631,1
65026690,1
57269640,1
32468431,1
105457910,1
79181360,1
54306770,1
84681880,1
54112551,1
83289340,1
77502090,1
86782330,1
184834120,1
101678881,1
135412251,1
31117181,1
154686380,1
38666921,1
68365231,1
113618651,1
153112311,1
103194010,1
140262931,1
155468390,1
50823011,1
64304220,1
102302581,1
35110241,1
56620680,1
116272750,1
89747301,1
52679490,1
135878110,1
102257371,1
35162060,1
37240401,1
107242510,1
131306090,1
93915690,1
136183261,1
135423130,1
40306610,1
69141690,1
92498761,1
72759010,1
55154100,1
146628270,1
126960740,1
80373601,1
39626531,1
74762270,1
86243371,1
144509211,1
69088291,1
53417980,1
75509420,1
129703600,1
89377300,1
158653711,1
68530031,1
108943710,1
187094690,1
161961030,1
115870571,1
140045620,1
110111160,1
146927101,1
66497600,1
144055401,1
104860650,1
153678521,1
67753001,1
166204211,1
32269430,1
138252840,1
100761150,1
181211940,1
86607471,1
152864881,1
74469391,1
91565590,1
74185710,1
40593511,1
110296421,1
107151280,1
114890141,1
145830411,1
91243061,1
124009741,1
85902191,1
91597801,1
120975231,1
78600590,1
83509990,1
170103701,1
90150291,1
170508510,1
97319270,1
96959030,1
154475500,1
99872070,1
100503771,1
63199221,1
80996191,1
64412171,1
120320610,1
93847270,1
171146540,1
104688591,1
111015681,1
172074501,1
133351920,1
140542880,1
112365061,1
170614540,1
86660691,1
134953291,1
77641450,1
152279610,1
100356461,1
87024270,1
53856940,1
154562460,1
113025960,1
81503570,1
37595440,1
117210071,1
75017821,1
85907751,1
102665631,1
91235691,1
33031661,1
171226010,1
111162641,1
31652750,1
29455801,1
152912720,1
68277161,1
110548600,1
40535381,1
118879581,1
40845860,1
141917701,1
142958490,1
87723230,1
79990150,1
70203981,1
125187601,1
65923380,1
125953401,1
66939360,1
57529871,1
73660840,1
171130271,1
153560741,1
83603901,1
66690931,1
126641021,1
143863181,1
61261171,1
141687000,1
121300501,1
77632611,1
162502970,1
121783791,1
102599080,1
52194151,1
114793480,1
78363160,1
169457790,1
130494781,1
112837360,1
56835761,1
171122500,1
172149830,1
57625021,1
126202941,1
77009860,1
128640651,1
141489980,1
66314380,1
77936301,1
71197861,1
153335070,1
95002150,1
99038190,1
63333381,1
169559900,1
95970521,1
155862840,1
170113291,1
184423051,1
132659040,1
144097511,1
70410891,1
79878561,1
95090741,1
140244980,1
133871230,1
57010100,1
79575281,1
66772170,1
37871180,1
136099511,1
56836060,1
88262420,1
61610771,1
127032440,1
31089281,1
132322361,1
172073161,1
80457231,1
162182081,1
31739531,1
70624341,1
141115060,1
105795161,1
119957210,1
35429960,1
112906941,1
117324230,1
138069030,1
127149981,1
85923370,1
133209400,1
140802301,1
126949980,1
156470570,1
128370300,1
52455450,1
60941521,1
40317660,1
93833760,1
157227600,1
159080330,1
96348430,1
116092220,1
71578631,1
111438560,1
128165910,1
129302071,1
52562990,1
112809341,1
126940441,1
120636511,1
74723440,1
69392621,1
35037790,1
72782520,1
53678160,1
87945750,1
180389171,1
53840731,1
91613241,1
38595401,1
58958671,1
95882921,1
90969841,1
69950531,1
57568411,1
78298181,1
90660711,1
41533180,1
54724081,1
102524281,1
81425731,1
153115061,1
71861100,1
57324951,1
53896060,1
115734200,1
92051680,1
170293821,1
116736210,1
112921271,1
29524631,1
59655881,1
168894321,1
84228531,1
122781940,1
55626851,1
84027831,1
123688100,1
55171640,1
127988881,1
76340601,1
180419060,1
54470810,1
99706860,1
109277691,1
120649210,1
50554120,1
37773921,1
107680351,1
152944070,1
68560031,1
73771900,1
170063701,1
101165011,1
155227560,1
128968671,1
50801901,1
113219880,1
111147910,1
128785570,1
155860500,1
92483141,1
88390311,1
108859560,1
146694350,1
59643370,1
119147481,1
56732490,1
59316580,1
123863250,1
60029870,1
132659920,1
73358910,1
79456980,1
110243970,1
110137591,1
81570770,1
153125821,1
100958290,1
100047331,1
68485821,1
96601121,1
178444281,1
38472881,1
80511971,1
31019110,1
55026140,1
154746270,1
120248150,1
94911500,1
156601211,1
98767600,1
131199181,1
128649131,1
136311220,1
93951480,1
116698131,1
100284291,1
64422521,1
38079780,1
60033380,1
100271550,1
153138571,1
63210810,1
73699431,1
185430330,1
99759841,1
87884230,1
70615110,1
57266130,1
124341851,1
171889351,1
155688510,1
32891490,1
78645620,1
89149861,1
114973301,1
65508451,1
58295441,1
72468301,1
115406821,1
81224031,1
85709441,1
140305800,1
52926740,1
78567140,1
84982291,1
172171231,1
187964701,1
131563700,1
75963400,1
140714751,1
94507511,1
69081271,1
72573280,1
126711610,1
130250920,1
145322271,1
57955901,1
123027791,1
134537150,1
40315901,1
144653200,1
103867760,1
32270950,1
143781711,1
119527200,1
70955290,1
67677680,1
86937591,1
89013430,1
70003930,1
104236711,1
61027200,1
68160431,1
77582321,1
87236141,1
78938431,1
76525110,1
124531681,1
79611601,1
71951450,1
187493530,1
84306371,1
122302161,1
128559541,1
68414301,1
105674060,1
60906730,1
55362640,1
119958841,1
110964861,1
87508720,1
31980881,1
169670651,1
72758430,1
31928891,1
121411731,1
123222480,1
155642301,1
143305220,1
85040780,1
36366530,1
56410380,1
128574921,1
178532061,1
66735500,1
136332851,1
84292631,1
31096771,1
169749191,1
140396100,1
156410271,1
96031000,1
36046631,1
124919650,1
182574131,1
137286970,1
144547760,1
94906581,1
94054401,1
154996851,1
38017090,1
62669980,1
110122441,1
145643690,1
104438070,1
58141350,1
38040881,1
94509040,1
95492040,1
140724871,1
72451230,1
92969770,1
62803891,1
151300760,1
55881070,1
94629851,1
32545981,1
119864340,1
73733941,1
79350071,1
104678121,1
139977601,1
94283471,1
96445091,1
70671831,1
40742631,1
54689820,1
171270391,1
169110940,1
152806691,1
133024020,1
132890091,1
138450321,1
157396790,1
36641731,1
168514260,1
118612680,1
133644090,1
74090500,1
104229171,1
170028270,1
120800261,1
86349571,1
175106850,1
67569431,1
107648130,1
84407490,1
72396550,1
88244060,1
119342810,1
77640861,1
56978810,1
92182620,1
33719801,1
86638641,1
158324401,1
92523030,1
69287600,1
66558121,1
69312911,1
144083250,1
104256660,1
174363970,1
62648511,1
60241501,1
111556220,1
60187240,1
170196451,1
174194610,1
172412760,1
71405701,1
129921381,1
131981481,1
103073830,1
39329451,1
74575531,1
167141430,1
54248051,1
105213990,1
144611791,1
54613731,1
70333000,1
35317270,1
81952291,1
124708240,1
142884621,1
52920020,1
127903040,1
97266631,1
119217020,1
59495590,1
32956990,1
112382670,1
124674030,1
95897951,1
78957261,1
123235981,1
121447410,1
135731321,1
111295630,1
34564441,1
170263651,1
103708110,1
170932021,1
113552511,1
108378850,1
73536630,1
97344360,1
169640831,1
84539070,1
99220471,1
103011601,1
54027350,1
115225351,1
181436911,1
120373880,1
94465871,1
136820000,1
97372421,1
65978290,1
129447280,1
31619710,1
107593860,1
67329951,1
106076341,1
140694930,1
152852720,1
115232781,1
126792251,1
72838361,1
187434871,1
113896731,1
87960071,1
82006151,1
104563151,1
57737310,1
152578270,1
67844120,1
127651861,1
125435040,1
117707340,1
132961321,1
97776180,1
39045820,1
79321421,1
158869561,1
110582050,1
36820511,1
78544100,1
97208450,1
140816570,1
64260130,1
124921340,1
65429151,1
110058001,1
45639460,1
94018731,1
60024140,1
125107071,1
121408290,1
68317921,1
111330370,1
75657251,1
89325831,1
113095781,1
52558490,1
69649941,1
129682020,1
119033731,1
58683401,1
54726020,1
107647011,1
188115120,1
129788571,1
61376330,1
107058641,1
74701441,1
127984150,1
63637720,1
175257850,1
106371081,1
132019790,1
135952030,1
98433961,1
170362481,1
55321410,1
38145271,1
143364631,1
73912481,1
125470710,1
156677061,1
182596240,1
53427630,1
91116331,1
75078641,1
101829070,1
115674140,1
105886631,1
136788950,1
132765701,1
130477770,1
97344001,1
32288661,1
174108111,1
54346881,1
53872251,1
83076820,1
96159600,1
41465400,1
63949121,1
172331470,1
60968190,1
35266100,1
133381160,1
82632660,1
143365041,1
89026410,1
120582421,1
100665121,1
76306920,1
41647280,1
41774061,1
87223211,1
134111581,1
155031650,1
102989150,1
90747970,1
83919811,1
170518630,1
133071731,1
85373351,1
30881040,1
110472391,1
75057121,1
106667991,1
181219430,1
79038960,1
111998741,1
112677940,1
31633510,1
73841191,1
92942980,1
112113950,1
56387451,1
153844610,1
106306401,1
98320281,1
74187571,1
140421941,1
115445190,1
73526280,1
41474880,1
70014920,1
94970980,1
66496661,1
54991990,1
124754021,1
94108910,1
82736051,1
73992771,1
109115871,1
112109911,1
51400630,1
55536560,1
77873141,1
50887571,1
64966460,1
99796690,1
83259570,1
140603581,1
111756101,1
95048930,1
106958871,1
109220321,1
53523711,1
132030541,1
124264490,1
96773060,1
107200981,1
40135960,1
108224810,1
77152610,1
75893460,1
60967191,1
90612700,1
162930171,1
93985511,1
172303511,1
109989751,1
79099541,1
82116621,1
58097960,1
78767730,1
134872241,1
39939811,1
70696391,1
66303560,1
35647860,1
145552741,1
67687151,1
85180831,1
76024750,1
58988791,1
137880131,1
73097261,1
69646140,1
126270781,1
171980650,1
122486141,1
145052501,1
79827391,1
154683400,1
129235751,1
104841401,1
121496300,1
180814740,1
153713081,1
128698721,1
63778480,1
60142270,1
170132361,1
107128240,1
143382060,1
168869120,1
70732360,1
157674621,1
120780491,1
167231251,1
133588121,1
81586150,1
93820780,1
33974601,1
99970191,1
77887710,1
65543191,1
48408410,1
54473150,1
80964090,1
34102800,1
78633331,1
67899491,1
73480191,1
116650710,1
107745031,1
140151171,1
162640870,1
34067010,1
131084800,1
36331150,1
125595621,1
118663500,1
69951171,1
168376241,1
83577240,1
98593561,1
107825910,1
69960770,1
84128941,1
155472420,1
168210750,1
78409240,1
168200391,1
80649930,1
171452441,1
60894390,1
187828510,1
58876681,1
84209710,1
97235931,1
36133190,1
69880180,1
137971831,1
55163630,1
143809081,1
62682251,1
94449441,1
31252911,1
94625351,1
140598961,1
77006580,1
76802361,1
187956461,1
113860360,1
106203241,1
40604040,1
124140971,1
50682140,1
171190340,1
125526090,1
129020601,1
128376901,1
141624950,1
153648811,1
106097101,1
67102820,1
39193780,1
96819260,1
115539101,1
94363360,1
88789211,1
89234720,1
96754631,1
159948001,1
111870201,1
77155590,1
120926521,1
59098270,1
84814101,1
152604180,1
87296260,1
83021611,1
83752680,1
73464111,1
79042171,1
34705321,1
123411370,1
125245791,1
101954100,1
133379111,1
58638440,1
102178131,1
66938020,1
111351881,1
71928060,1
71934311,1
146968681,1
174154900,1
136013030,1
155390490,1
123217211,1
89686131,1
103050730,1
33413310,1
69628301,1
111532651,1
83461911,1
53142300,1
54229520,1
34919361,1
70996110,1
70489371,1
110204090,1
145871871,1
58943470,1
135209560,1
131950131,1
154967380,1
162951750,1
120110011,1
104289521,1
33149390,1
75387541,1
66661870,1
55904811,1
113139581,1
90128540,1
137100360,1
54098631,1
128231051,1
162938001,1
64496800,1
182358981,1
171070100,1
112277811,1
102429020,1
60800000,1
122994230,1
83152320,1
103546470,1
109656291,1
77199911,1
123810611,1
171101211,1
127542381,1
182235641,1
130998950,1
71364250,1
109542021,1
116477430,1
97443651,1
178509191,1
155044930,1
101314200,1
64379481,1
36488400,1
95255831,1
39262251,1
71529980,1
68201550,1
161432301,1
98854210,1
155461840,1
136262321,1
153288691,1
179744020,1
187989740,1
108862480,1
73600251,1
135553660,1
37253390,1
145024841,1
55171171,1
96686441,1
72431230,1
117451250,1
83767650,1
179023591,1
95353671,1
170528980,1
95101031,1
168150391,1
59267690,1
110236370,1
40741940,1
142962580,1
122988380,1
128464801,1
52462760,1
113447020,1
102757860,1
59920681,1
118340851,1
56468561,1
84887141,1
123694411,1
57896200,1
146928211,1
138404821,1
153336880,1
84740830,1
56352711,1
88807511,1
39098160,1
118374370,1
127999300,1
97103121,1
144548281,1
69276430,1
110450880,1
101444201,1
143077841,1
71406000,1
141469860,1
110208411,1
117288141,1
133849001,1
117252411,1
88764130,1
92083191,1
87032801,1
66143081,1
75109470,1
89244951,1
87172101,1
56048970,1
38382180,1
82816751,1
154926800,1
145271101,1
171931281,1
174218871,1
81467200,1
104865321,1
59783661,1
132215990,1
50522831,1
134915930,1
51137521,1
30941160,1
55767620,1
77214591,1
92281390,1
144372781,1
186022740,1
111468910,1
181200121,1
170167630,1
104701691,1
74450501,1
127758411,1
58381171,1
90898790,1
52499361,1
143278371,1
35015441,1
101386071,1
33057861,1
82390960,1
73465690,1
144144761,1
152263991,1
101138931,1
187531190,1
168333500,1
87180111,1
59667170,1
30123881,1
91037731,1
71624131,1
101055950,1
99834401,1
113663741,1
186771461,1
113804041,1
76247851,1
145421750,1
58481770,1
86517530,1
67580780,1
70222350,1
102059941,1
68689750,1
132985830,1
131313050,1
34933041,1
132549381,1
86451450,1
81081870,1
123963660,1
118297111,1
70169250,1
71195530,1
110072860,1
80723961,1
140344041,1
155201480,1
104125490,1
85956291,1
76095971,1
73069481,1
114273641,1
41605870,1
80001850,1
66079290,1
124472671,1
85843421,1
52803700,1
66582340,1
60437531,1
108976870,1
138222951,1
53825770,1
87351521,1
85810910,1
70902651,1
181468320,1
156557231,1
101914920,1
132866351,1
74230611,1
79175451,1
81497840,1
41470960,1
116117540,1
115684951,1
65879280,1
152126091,1
129056801,1
128475740,1
96451701,1
90812590,1
88613950,1
31842691,1
116953401,1
29546160,1
174315191,1
111898151,1
29941421,1
152531891,1
99896451,1
59896641,1
72973520,1
91305290,1
104493040,1
117132821,1
69247420,1
74443550,1
107774390,1
65996471,1
144156990,1
81195320,1
105844760,1
53386460,1
99120710,1
121472500,1
111013520,1
77516001,1
76914360,1
31678890,1
38828561,1
79639150,1
114440080,1
55753871,1
179799690,1
36672150,1
136017111,1
94544830,1
59923200,1
95773211,1
114308841,1
61079480,1
69295661,1
78360581,1
88059320,1
84288600,1
55353041,1
114862711,1
56087100,1
84333391,1
102413580,1
104808540,1
36676531,1
158435051,1
94766991,1
127013311,1
140772121,1
100067971,1
158407100,1
180008111,1
106672030,1
35772531,1
126353591,1
170416580,1
40794331,1
71857351,1
95008930,1
93345791,1
59074231,1
96939371,1
135256110,1
80932450,1
75004260,1
61061171,1
181030941,1
95927370,1
51153781,1
34747900,1
154695740,1
123792541,1
69191101,1
113972820,1
170183001,1
125346081,1
31824800,1
123433770,1
102636331,1
29827911,1
73601301,1
99543700,1
72625030,1
174133500,1
120850381,1
128413340,1
127729811,1
128173980,1
87767081,1
73693710,1
168423560,1
62454591,1
136770290,1
39570220,1
94107100,1
68047741,1
92797540,1
172031470,1
89495080,1
99071060,1
121896421,1
36540911,1
115540681,1
66228410,1
84870941,1
68101191,1
159203541,1
169987040,1
57220391,1
67756801,1
179459220,1
72743750,1
96214510,1
79178380,1
71301961,1
116499010,1
35886750,1
88959860,1
35659380,1
120246690,1
61626211,1
128061350,1
126118910,1
102075151,1
30035341,1
31462690,1
138166170,1
109665531,1
64845751,1
79019900,1
67331351,1
119543161,1
112679101,1
54550631,1
119077950,1
73058021,1
50789851,1
53042351,1
55413861,1
123861781,1
135377101,1
34054670,1
80817121,1
72895680,1
84291170,1
151530641,1
34764621,1
54572740,1
68269031,1
54510221,1
103095751,1
116785381,1
88185750,1
181243230,1
39517231,1
97366640,1
37406721,1
143077790,1
134406791,1
40800881,1
130343901,1
105810490,1
91137740,1
53803720,1
39945071,1
128080581,1
60152201,1
124690050,1
97400201,1
112525130,1
67843761,1
103090380,1
62650731,1
78930651,1
86437240,1
112071670,1
142215140,1
52507841,1
131432401,1
98948651,1
114846281,1
41164101,1
87217601,1
142030630,1
95014541,1
99774000,1
66554440,1
132057851,1
103431141,1
69846320,1
169935750,1
53467741,1
142158880,1
90947381,1
175918381,1
171284781,1
124940640,1
120079721,1
100701790,1
170976010,1
102509191,1
66171510,1
69452160,1
53976240,1
83182551,1
72992461,1
83711331,1
182553780,1
73411420,1
146012410,1
107334790,1
102606621,1
41519431,1
183877380,1
131532470,1
47081190,1
51778291,1
35077500,1
37277421,1
154278070,1
128557730,1
124026590,1
66085361,1
37987500,1
72541990,1
34867021,1
117057551,1
71037810,1
137714871,1
34675671,1
88068491,1
154574920,1
144127801,1
109936540,1
171257121,1
87368421,1
34539061,1
65609280,1
118994901,1
154385380,1
64497611,1
88879450,1
68089740,1
63878130,1
116290401,1
107216600,1
91832841,1
158249790,1
106024231,1
40088701,1
143996631,1
131886160,1
106471790,1
143124280,1
76775640,1
30863670,1
65736590,1
30584711,1
60773160,1
139227941,1
153250860,1
67225390,1
68622781,1
100849981,1
129932670,1
81121460,1
109445001,1
53359150,1
93277781,1
58014791,1
57872630,1
119155090,1
84528080,1
63279000,1
60336310,1
172017020,1
76425520,1
57410690,1
77276760,1
53273411,1
31266011,1
120331071,1
33864140,1
79163051,1
29464170,1
127085591,1
122203741,1
50917110,1
84421880,1
168274311,1
36181200,1
58463161,1
81703981,1
100890450,1
186874801,1
86749931,1
115512380,1
69373731,1
90151640,1
107769830,1
179827931,1
153243430,1
99191231,1
168776191,1
53648160,1
80034471,1
40012441,1
77695190,1
107500410,1
83229861,1
117682711,1
123717571,1
35606741,1
97951970,1
73314981,1
121971921,1
74923141,1
130508171,1
135423890,1
66080220,1
113151280,1
99355681,1
60596490,1
127614320,1
101665141,1
40011630,1
125411470,1
131496671,1
137315211,1
72922281,1
60855141,1
54736071,1
136138470,1
112628930,1
69356421,1
75652221,1
140385621,1
132612311,1
99809081,1
35389430,1
115973381,1
87065781,1
